x,y,v
Trinary_Extreme_1a,Continuous_Binary_Normal_1,0.022653280173897228
Trinary_Extreme_1a,Continuous_Binary_Normal_2,0.03997281943270892
Trinary_Extreme_1a,Continuous_Trinary_Normal,0.0
Trinary_Extreme_1a,Continuous_Quaternary_Normal,0.0
Trinary_Extreme_1a,Continuous_Binary_Skewed,0.019983230802234964
Trinary_Extreme_1a,Continuous_Trinary_Skewed,0.0
Trinary_Extreme_1a,Continuous_Quaternary_Skewed,0.0
Trinary_Extreme_1a,Unary_1,0.0
Trinary_Extreme_1a,Unary_2,0.0
Trinary_Extreme_1a,Correlated_1,0.20176132435103944
Trinary_Extreme_1a,Correlated_2,0.20176132435103944
Trinary_Extreme_1b,Trinary_Extreme_2,0.011435488583754245
Trinary_Extreme_1b,Quaternary_Balanced_1,0.06590702838361975
Trinary_Extreme_1b,Quaternary_Balanced_2,0.06590702838361975
Trinary_Extreme_1b,Quaternary_Skewed_1a,0.2251892942626503
Trinary_Extreme_1b,Quaternary_Skewed_1b,0.2251892942626503
Trinary_Extreme_1b,Quaternary_Skewed_2,0.03466964958737786
Trinary_Extreme_1b,Quaternary_Extreme_1a,0.2437996393884729
Trinary_Extreme_1b,Quaternary_Extreme_1b,0.2437996393884729
Trinary_Extreme_1b,Quaternary_Extreme_2,0.014547164540611945
Trinary_Extreme_1b,Continuous_Normal,0.0
Trinary_Extreme_1b,Continuous_Skewed,0.0
Trinary_Extreme_1b,Continuous_Binary_Normal_1,0.02344693096754802
Trinary_Extreme_1b,Continuous_Binary_Normal_2,0.03997281943270892
Trinary_Extreme_1b,Continuous_Trinary_Normal,0.0
Trinary_Extreme_1b,Continuous_Quaternary_Normal,0.0
Trinary_Extreme_1b,Continuous_Binary_Skewed,0.019756781526872658
Trinary_Extreme_1b,Continuous_Trinary_Skewed,0.0
Trinary_Extreme_1b,Continuous_Quaternary_Skewed,0.0
Trinary_Extreme_1b,Unary_1,0.0
Trinary_Extreme_1b,Unary_2,0.0
Trinary_Extreme_1b,Correlated_1,0.20176132435103944
Trinary_Extreme_1b,Correlated_2,0.19231687990659507
Trinary_Extreme_2,Quaternary_Balanced_1,0.1345401350864705
Trinary_Extreme_2,Quaternary_Balanced_2,0.1345401350864705
Trinary_Extreme_2,Quaternary_Skewed_1a,0.08081512782390476
Trinary_Extreme_2,Quaternary_Skewed_1b,0.08081512782390476
Trinary_Extreme_2,Quaternary_Skewed_2,0.4118473660422345
Trinary_Extreme_2,Quaternary_Extreme_1a,0.01950230938974986
Trinary_Extreme_2,Quaternary_Extreme_1b,0.01950230938974986
Trinary_Extreme_2,Quaternary_Extreme_2,0.4806257716280094
Trinary_Extreme_2,Continuous_Normal,0.0
Trinary_Extreme_2,Continuous_Skewed,0.0
Trinary_Extreme_2,Continuous_Binary_Normal_1,0.03937760492804898
Trinary_Extreme_2,Continuous_Binary_Normal_2,0.0724019394923856
Trinary_Extreme_2,Continuous_Trinary_Normal,0.014740029634919827
Trinary_Extreme_2,Continuous_Quaternary_Normal,0.08638057956244127
Trinary_Extreme_2,Continuous_Binary_Skewed,0.02874177735189276
Trinary_Extreme_2,Continuous_Trinary_Skewed,0.0
Trinary_Extreme_2,Continuous_Quaternary_Skewed,0.07530614085895038
Trinary_Extreme_2,Unary_1,0.0
Trinary_Extreme_2,Unary_2,0.003058603965729212
Trinary_Extreme_2,Correlated_1,0.3125709208002565
Trinary_Extreme_2,Correlated_2,0.3106383811177167
Quaternary_Balanced_1,Quaternary_Balanced_2,1.9982905164007525
Quaternary_Balanced_1,Quaternary_Skewed_1a,0.05476650578710714
Quaternary_Balanced_1,Quaternary_Skewed_1b,0.05476650578710714
Quaternary_Balanced_1,Quaternary_Skewed_2,0.11316783638382129
Quaternary_Balanced_1,Quaternary_Extreme_1a,0.07759256887481866
Quaternary_Balanced_1,Quaternary_Extreme_1b,0.07759256887481866
Quaternary_Balanced_1,Quaternary_Extreme_2,0.07846931262060804
Quaternary_Balanced_1,Continuous_Normal,0.0
Quaternary_Balanced_1,Continuous_Skewed,0.15673022174603268
Quaternary_Balanced_1,Continuous_Binary_Normal_1,0.6211863839531582
Quaternary_Balanced_1,Continuous_Binary_Normal_2,0.6649013911681652
Quaternary_Balanced_1,Continuous_Trinary_Normal,0.03886806399830878
Quaternary_Balanced_1,Continuous_Quaternary_Normal,1.4002347245014988
Quaternary_Balanced_1,Continuous_Binary_Skewed,0.7068774706442451
Quaternary_Balanced_1,Continuous_Trinary_Skewed,0.0
Quaternary_Balanced_1,Continuous_Quaternary_Skewed,1.4002347245014988
Quaternary_Balanced_1,Unary_1,0.0069099075752316885
Quaternary_Balanced_1,Unary_2,0.0
Quaternary_Balanced_1,Correlated_1,0.08576624566600533
Quaternary_Balanced_1,Correlated_2,0.08736880976856964
Quaternary_Balanced_2,Quaternary_Skewed_1a,0.05476650578710714
Quaternary_Balanced_2,Quaternary_Skewed_1b,0.05476650578710714
Quaternary_Balanced_2,Quaternary_Skewed_2,0.11316783638382129
Quaternary_Balanced_2,Quaternary_Extreme_1a,0.07759256887481866
Quaternary_Balanced_2,Quaternary_Extreme_1b,0.07759256887481866
Quaternary_Balanced_2,Quaternary_Extreme_2,0.07846931262060804
Quaternary_Balanced_2,Continuous_Normal,0.0
Quaternary_Balanced_2,Continuous_Skewed,0.15673022174603268
Quaternary_Balanced_2,Continuous_Binary_Normal_1,0.6211863839531582
Quaternary_Balanced_2,Continuous_Binary_Normal_2,0.6649013911681652
Quaternary_Balanced_2,Continuous_Trinary_Normal,0.03886806399830878
Quaternary_Balanced_2,Continuous_Quaternary_Normal,1.4002347245014988
Quaternary_Balanced_2,Continuous_Binary_Skewed,0.7068774706442451
Quaternary_Balanced_2,Continuous_Trinary_Skewed,0.0
Quaternary_Balanced_2,Continuous_Quaternary_Skewed,1.4002347245014988
Quaternary_Balanced_2,Unary_1,0.0069099075752316885
Quaternary_Balanced_2,Unary_2,0.0
Quaternary_Balanced_2,Correlated_1,0.08576624566600533
Quaternary_Balanced_2,Correlated_2,0.08433767423743399
Quaternary_Skewed_1a,Quaternary_Skewed_1b,1.3744484282936724
Quaternary_Skewed_1a,Quaternary_Skewed_2,0.2544924386442886
Quaternary_Skewed_1a,Quaternary_Extreme_1a,0.31754312331201445
Quaternary_Skewed_1a,Quaternary_Extreme_1b,0.31754312331201445
Quaternary_Skewed_1a,Quaternary_Extreme_2,0.10326291047654515
Quaternary_Skewed_1a,Continuous_Normal,0.07020357693701373
Quaternary_Skewed_1a,Continuous_Skewed,0.08611111934224414
Quaternary_Skewed_1a,Continuous_Binary_Normal_1,0.0
Quaternary_Skewed_1a,Continuous_Binary_Normal_2,0.0495607328548997
Quaternary_Skewed_1a,Continuous_Trinary_Normal,0.0
Quaternary_Skewed_1a,Continuous_Quaternary_Normal,0.0
Quaternary_Skewed_1a,Continuous_Binary_Skewed,0.0
Quaternary_Skewed_1a,Continuous_Trinary_Skewed,0.0
Quaternary_Skewed_1a,Continuous_Quaternary_Skewed,0.0038514591770968387
Quaternary_Skewed_1a,Unary_1,0.03641102652073758
Quaternary_Skewed_1a,Unary_2,0.006353342873249401
Quaternary_Skewed_1a,Correlated_1,0.9587078624653023
Quaternary_Skewed_1a,Correlated_2,0.9387078624653022
Quaternary_Skewed_1b,Quaternary_Skewed_2,0.2544924386442886
Quaternary_Skewed_1b,Quaternary_Extreme_1a,0.31754312331201445
Quaternary_Skewed_1b,Quaternary_Extreme_1b,0.31754312331201445
Quaternary_Skewed_1b,Quaternary_Extreme_2,0.10326291047654515
Quaternary_Skewed_1b,Continuous_Normal,0.07020357693701373
Quaternary_Skewed_1b,Continuous_Skewed,0.08611111934224414
Quaternary_Skewed_1b,Continuous_Binary_Normal_1,0.0
Quaternary_Skewed_1b,Continuous_Binary_Normal_2,0.045894066188232996
Quaternary_Skewed_1b,Continuous_Trinary_Normal,0.0
Quaternary_Skewed_1b,Continuous_Quaternary_Normal,0.0
Quaternary_Skewed_1b,Continuous_Binary_Skewed,0.0
Quaternary_Skewed_1b,Continuous_Trinary_Skewed,0.0
Quaternary_Skewed_1b,Continuous_Quaternary_Skewed,0.0036847925104304124
Quaternary_Skewed_1b,Unary_1,0.03641102652073758
Quaternary_Skewed_1b,Unary_2,0.006353342873249401
Quaternary_Skewed_1b,Correlated_1,0.9387078624653022
Quaternary_Skewed_1b,Correlated_2,0.9587078624653023
Quaternary_Skewed_2,Quaternary_Extreme_1a,0.059342648201779265
Quaternary_Skewed_2,Quaternary_Extreme_1b,0.059342648201779265
Quaternary_Skewed_2,Quaternary_Extreme_2,0.5632626447692792
Quaternary_Skewed_2,Continuous_Normal,0.0
Quaternary_Skewed_2,Continuous_Skewed,0.0
Quaternary_Skewed_2,Continuous_Binary_Normal_1,0.0
